SourceID,Hop1_ID,Hop2_ID
3,1484,197
3,1518,1909
3,1542,887
3,1547,937
3,1557,610
3,1608,19
3,1619,203
3,1624,827
3,1654,915
3,1718,598
3,1728,642
3,1798,85
3,1876,80
3,1883,19
3,1924,1685
3,1973,1083
4,9,121
4,69,577
4,118,0
4,153,1565
4,164,1948
4,284,1296
4,284,1489
4,292,1999
4,396,1052
4,545,1968
4,565,1425
4,566,947
4,579,395
4,678,1183
4,696,609
4,701,2
4,733,1612
4,746,400
4,753,529
4,800,9
4,838,1819
4,851,422
4,866,1919
4,972,242
4,998,1490
4,1016,1420
4,1077,1012
4,1085,548
4,1150,1486
4,1203,1603
4,1250,1284
4,1275,839
4,1308,1947
4,1465,1579
4,1472,1310
4,1511,1292
4,1531,1521
4,1560,972
4,1608,1749
4,1644,1490
4,1764,1910
4,1821,557
4,1842,1321
4,1872,1883
4,1925,1983
4,1926,47
4,1994,85
5,47,1187
5,90,1758
5,103,583
5,199,1736
5,226,90
5,231,1331
5,310,195
5,315,537
5,371,517
5,488,143
5,499,747
5,509,1605
5,512,348
5,535,732
5,550,433
5,580,1768
5,645,1931
5,653,946
5,658,1843
5,677,1843
5,757,361
5,778,1032
5,786,825
5,804,1005
5,836,922
5,857,1532
5,864,1481
5,878,747
5,887,1064
5,910,335
5,962,1566
5,989,862
5,1080,531
5,1092,1301
5,1175,811
5,1250,613
5,1334,430
5,1355,535
5,1377,1617
5,1397,1689
5,1444,1852
5,1489,920
5,1604,474
5,1640,1701
5,1683,114
5,1755,1369
5,1773,1214
5,1783,1815
5,1784,926
5,1810,54
5,1968,1527
5,1976,1760
5,1981,1868
5,1992,366
6,16,1996
6,57,569
6,73,740
6,95,1278
6,136,386
6,153,1802
6,195,1048
6,202,996
6,216,250
6,218,1207
6,256,1313
6,353,439
6,404,909
6,453,1875
6,491,1548
6,501,60
6,506,1323
6,510,1298
6,568,713
6,622,513
6,645,510
6,670,729
6,717,1678
6,737,65
6,787,1954
6,823,1646
6,887,949
6,935,1782
6,936,129
6,952,1460
6,1008,528
6,1015,981
6,1036,920
6,1041,1340
6,1045,1415
6,1078,1864
6,1123,190
6,1173,1270
6,1203,1329
6,1209,953
6,1291,1340
6,1415,672
6,1451,1852
6,1495,1116
6,1545,182
6,1579,973
6,1589,1839
6,1591,60
6,1634,391
6,1636,1851
6,1679,363
6,1684,1323
6,1694,526
6,1774,1015
6,1814,1239
6,1839,419
6,1852,1334
6,1870,63
6,1877,1654
7,22,707
7,108,675
7,165,1023
7,194,187
7,222,183
7,268,1823
7,287,356
7,406,1501
7,424,1143
7,435,1196
7,500,1792
7,683,1579
7,693,1423
7,704,938
7,710,1059
7,942,1157
7,1009,1658
7,1020,212
7,1092,814
7,1163,1601
7,1169,727
7,1194,1889
7,1200,265
7,1209,1489
7,1257,790
7,1308,456
7,1330,35
7,1376,1980
7,1386,1142
7,1391,1347
7,1434,1573
7,1441,1589
7,1450,311
7,1462,1219
7,1523,749
7,1573,1489
7,1583,829
7,1657,1926
7,1747,859
7,1750,1059
7,1753,1299
7,1761,653
7,1777,1711
7,1810,673
7,1834,428
7,1869,929
7,1959,379
7,1975,239
7,1983,1306
7,1999,1947
8,25,1705
8,45,598
8,62,1404
8,73,1813
8,82,1100
8,84,1508
8,174,970
8,191,1743
8,268,1341
8,289,1720
8,373,719
8,436,630
8,478,668
8,558,368
8,559,315
8,664,479
8,668,551
8,676,1038
8,759,438
8,766,1909
8,787,1641
8,852,1907
8,855,1240
8,881,1941
8,944,1923
8,965,563
8,1034,86
8,1067,244
8,1082,188
8,1086,469
8,1202,1347
8,1245,1239
8,1360,704
8,1422,941
8,1433,149
8,1471,1235
8,1475,318
8,1543,147
8,1638,1877
8,1655,1399
8,1668,1791
8,1690,270
8,1710,1230
8,1820,471
9,32,1225
9,39,663
9,59,1677
9,85,359
9,229,597
9,277,1992
9,316,889
9,335,993
9,361,892
9,371,498
9,488,1844
9,614,703
9,616,61
9,626,442
9,641,504
9,706,1947
9,799,970
9,850,475
9,895,797
9,925,560
9,1050,211
9,1088,663
9,1142,482
9,1169,1214
9,1242,162
9,1246,1516
9,1248,301
9,1280,287
9,1303,606
9,1374,538
9,1375,1706
9,1433,295
9,1511,550
9,1554,1143
9,1558,1908
9,1660,1829
9,1671,1314
9,1682,1830
9,1701,1327
9,1705,1770
9,1706,1209
9,1726,979
9,1765,1185
9,1786,1
9,1827,1613
9,1867,945
9,1892,1040
9,1906,298
9,1959,990
10,39,573
10,46,368
10,56,1352
10,115,1979
10,137,832
10,147,1717
10,164,1000
10,252,1451
10,294,1641
10,298,1092
10,301,371
10,339,584
10,354,540
10,381,214
10,502,1296
10,519,1033
10,537,158
10,552,1058
10,581,808
10,806,4
10,811,453
10,870,1923
10,881,721
10,882,157
10,894,804
10,897,1250
10,977,754
10,978,853
10,980,805
10,995,267
10,1061,1096
10,1105,455
10,1136,915
10,1158,779
10,1166,1946
10,1167,1878
10,1172,1221
10,1176,1352
10,1180,851
10,1236,1171
10,1311,782
10,1334,1438
10,1395,1071
10,1396,584
10,1416,1714
10,1549,1279
10,1576,1020
10,1604,362
10,1608,325
10,1625,1080
10,1637,1003
10,1647,608
10,1676,774
10,1753,849
10,1897,805
10,1913,1409
10,1931,631
10,1935,403
10,1949,761
10,1975,1127
10,1976,437
11,10,1140
11,96,1914
11,101,1859
11,132,1827
11,240,1955
11,265,196
11,302,144
11,315,1232
11,363,1872
11,660,1539
11,708,755
11,712,1917
11,779,1860
11,793,1588
11,796,1024
11,808,238
11,956,706
11,1011,1177
11,1029,311
11,1038,1522
11,1078,677
11,1093,1493
11,1145,1484
11,1192,1166
11,1200,635
11,1245,1807
11,1325,910
11,1336,514
11,1348,990
11,1434,1323
11,1454,1869
11,1471,375
11,1519,911
11,1607,1422
11,1618,514
11,1723,1699
11,1762,221
11,1778,1281
11,1785,384
11,1841,919
11,1866,1899
11,1873,849
11,1883,1432
11,1886,937
11,1896,1916
11,1926,1671
11,1963,846
11,1976,1700
12,61,528
12,169,388
12,180,215
12,196,697
12,235,335
12,268,1589
12,294,1165
12,298,1365
12,395,1014
12,417,1801
12,544,831
12,565,1520
12,587,1675
12,606,857
12,710,1614
12,780,7
12,794,824
12,1001,1700
12,1003,211
12,1023,1947
12,1042,1938
12,1097,1939
12,1209,1465
12,1223,429
12,1260,942
12,1285,991
12,1317,1212
12,1565,1728
12,1634,424
12,1645,1695
12,1673,1836
12,1821,1260
12,1840,1571
12,1882,306
12,1985,1368
12,1986,1697
12,1996,1341
13,52,867
13,161,1256
13,344,1671
13,371,1033
13,378,1932
13,423,200
13,425,1116
13,462,582
13,463,467
13,501,1806
13,615,454
13,615,499
13,619,1623
13,646,987
13,682,887
13,742,1589
13,787,7
13,807,526
13,848,419
13,872,1034
13,887,1918
13,940,36
13,1005,404
13,1023,127
13,1083,760
13,1131,1260
13,1143,216
13,1180,1639
13,1182,343
13,1196,1328
13,1230,1212
13,1264,1658
13,1331,469
13,1417,1639
13,1481,899
13,1595,58
13,1659,336
13,1693,1695
13,1768,115
13,1891,155
13,1916,808
13,1943,810
13,1955,887
13,1960,343
13,1979,1505
13,1999,859
14,10,1806
14,16,1669
14,52,1148
14,98,1365
14,152,557
14,173,1558
14,242,236
14,252,113
14,275,1371
14,288,677
14,294,22
14,335,1239
14,401,1681
14,411,1139
14,489,919
14,557,934
14,625,695
14,690,1941
14,717,466
14,749,1022
14,767,470
14,773,1375
14,795,818
14,832,372
14,917,211
14,960,1285
14,971,366
14,984,324
14,1117,548
14,1122,765
14,1145,1341
14,1183,1070
14,1188,1105
14,1225,1935
14,1260,1364
14,1283,683
14,1396,1922
14,1406,1885
14,1407,458
14,1431,506
14,1451,872
14,1456,102
14,1482,1267
14,1511,736
14,1545,1475
14,1727,228
14,1743,176
14,1756,1617
14,1866,1368
15,15,1821
15,58,999
15,74,1782
15,77,1410
15,100,50
15,113,439
15,171,1584
15,215,904
15,232,860
15,290,1870
15,292,912
15,341,1010
15,350,767
15,369,1214
15,429,1478
15,445,492
15,453,1597
15,454,1243
15,460,1839
15,486,1976
15,516,224
15,617,1431
15,703,1139
15,770,911
15,855,1276
15,911,977
15,962,1343
15,1068,1039
15,1070,1378
15,1096,1876
15,1122,1851
15,1163,558
15,1167,837
15,1215,1214
15,1289,612
15,1293,115
15,1310,925
15,1322,1024
15,1330,1063
15,1338,467
15,1456,792
15,1591,1196
15,1679,952
15,1726,265
15,1761,462
15,1770,780
15,1780,1604
15,1798,1313
15,1846,752
15,1867,403
15,1874,1052
15,1919,1202
15,1926,846
15,1926,1730
15,1936,915
15,1985,645
16,2,1569
16,3,1460
16,4,445
16,104,937
16,210,1047
16,259,4
16,295,1066
16,325,863
16,341,616
16,374,1349
16,473,1990
16,509,1165
16,575,318
16,580,1880
16,663,1144
16,679,483
16,689,1549
16,707,1418
16,755,410
16,800,1544
16,873,1374
16,898,1262
16,942,1650
16,997,610
16,1075,63
16,1113,476
16,1159,1771
16,1252,1045
16,1281,770
16,1291,1629
16,1292,986
16,1346,470
16,1346,1946
16,1367,1673
16,1424,703
16,1490,29
16,1568,1750
16,1586,1356
16,1613,1207
16,1620,785
16,1630,294
16,1664,1974
16,1735,220
16,1745,886
16,1754,1815
16,1946,85
16,1978,1169
17,21,1866
17,35,10
17,78,1633
17,94,442
17,98,1070
17,110,1614
17,113,1715
17,129,862
17,192,897
17,252,978
17,289,727
17,308,44
17,321,522
17,343,1152
17,444,252
17,461,660
17,487,688
17,527,1784
17,603,178
17,605,1964
17,612,1533
17,654,1860
17,773,192
17,785,688
17,790,754
17,794,1736
17,814,1766
17,862,1306
17,1001,1025
17,1239,25
17,1252,431
17,1255,157
17,1257,924
17,1299,749
17,1304,11
17,1321,8
17,1406,606
17,1446,1597
17,1447,324
17,1482,300
17,1543,1017
17,1546,217
17,1585,1941
17,1700,1231
17,1708,1296
17,1716,1995
17,1744,687
17,1746,1819
17,1765,1255
17,1785,1556
17,1832,1580
17,1884,1765
17,1895,761
17,1975,215
18,49,1402
18,64,1722
18,97,1758
18,209,220
18,210,830
18,215,835
18,236,1440
18,239,1928
18,268,1410
18,324,732
18,332,67
18,338,326
18,395,1382
18,405,1897
18,531,959
18,554,1560
18,581,621
18,631,914
18,643,392
18,676,1405
18,690,524
18,723,81
18,725,1853
18,741,1486
18,845,838
18,927,1740
18,966,1984
18,970,1866
18,1109,1628
18,1120,1461
18,1146,1832
18,1149,1232
18,1168,1630
18,1173,886
18,1178,1366
18,1181,619
18,1182,547
18,1185,613
18,1268,858
18,1309,942
18,1333,1144
18,1349,44
18,1385,1947
18,1400,1739
18,1471,1247
18,1474,1591
18,1531,264
18,1541,817
18,1564,910
18,1582,1442
18,1600,54
18,1606,1592
18,1635,1726
18,1665,33
18,1674,1266
18,1699,481
18,1706,778
18,1734,1455
18,1754,686
18,1762,470
18,1839,160
18,1845,123
18,1878,48
18,1918,1613
18,1959,59
19,6,1063
19,134,1365
19,166,208
19,170,1373
19,248,1432
19,279,33
19,301,853
19,339,1373
19,344,135
19,444,180
19,500,320
19,543,786
19,602,1100
19,625,720
19,654,683
19,702,1471
19,723,841
19,794,573
19,824,1085
19,878,455
19,886,157
19,910,1883
19,930,71
19,933,1121
19,963,619
19,973,1338
19,989,1400
19,990,1177
19,992,279
19,1023,1659
19,1024,1076
19,1076,1075
19,1155,1611
19,1177,704
19,1205,385
19,1216,69
19,1216,721
19,1287,246
19,1311,1755
19,1315,50
19,1377,355
19,1386,1683
19,1406,1051
19,1433,8
19,1476,956
19,1480,27
19,1508,1438
19,1515,1525
19,1589,1184
19,1599,498
19,1671,1497
19,1809,1356
19,1820,49
19,1947,686
19,1951,100
19,1961,1621
20,28,1639
20,60,9
20,87,618
20,104,957
20,151,732
20,251,1744
20,364,146
20,556,132
20,608,1974
20,650,1486
20,678,1339
20,694,952
20,822,57
20,826,860
20,872,1763
20,930,144
20,936,1719
20,1009,565
20,1063,1084
20,1233,1843
20,1238,1123
20,1535,1388
20,1554,9
20,1639,276
20,1677,517
20,1771,21
20,1836,1435
20,1850,365
20,1886,363
20,1890,1976
20,1902,1641
20,1928,312
20,1930,1747
20,1992,324
21,0,1071
21,1,565
21,38,1283
21,57,1062
21,172,914
21,201,529
21,289,1771
21,323,1761
21,390,659
21,401,905
21,423,605
21,449,1241
21,509,1963
21,513,234
21,540,882
21,546,1850
21,586,972
21,603,1261
21,606,919
21,703,544
21,703,1214
21,733,95
21,747,1651
21,849,963
21,870,1158
21,921,903
21,925,275
21,1146,1729
21,1164,1403
21,1167,1345
21,1215,707
21,1245,803
21,1261,1407
21,1270,848
21,1277,920
21,1290,1476
21,1364,1434
21,1368,731
21,1375,1929
21,1448,1338
21,1587,1324
21,1607,1375
21,1609,358
21,1656,363
21,1687,728
21,1726,1665
21,1761,766
21,1777,1053
21,1789,1531
21,1824,384
21,1933,574
21,1946,1300
21,1970,1942
21,1997,579
22,196,1393
22,207,298
22,211,378
22,228,1869
22,236,1018
22,289,97
22,338,735
22,347,1457
22,351,669
22,373,1867
22,397,535
22,494,840
22,538,1809
22,542,432
22,553,1294
22,581,467
22,584,727
22,601,352
22,635,343
22,635,1749
22,656,1441
22,739,221
22,761,614
22,786,853
22,808,437
22,828,645
22,856,234
22,946,567
22,960,929
22,984,1682
22,988,1183
22,1003,607
22,1014,1364
22,1021,1867
22,1068,1410
22,1113,1428
22,1167,1432
22,1188,620
22,1329,218
22,1348,1403
22,1360,105
22,1403,1856
22,1420,1894
22,1429,872
22,1434,643
22,1448,515
22,1495,1473
22,1502,126
22,1575,1809
22,1619,1801
22,1653,1176
22,1734,1137
22,1760,443
22,1779,1050
22,1856,613
22,1876,553
22,1956,843
22,1961,693
22,1982,1950
22,1986,1477
22,1995,372
23,37,1618
23,56,1628
23,78,1553
23,79,590
23,105,1238
23,205,1842
23,292,1247
23,313,1148
23,400,3
23,428,1958
23,440,809
23,522,1276
23,535,1338
23,543,429
23,593,313
23,604,1637
23,621,1754
23,633,1505
23,645,1723
23,663,1864
23,666,577
23,741,1486
23,767,1551
23,815,1432
23,851,1904
23,952,286
23,997,389
23,1104,353
23,1203,503
23,1306,954
23,1311,412
23,1314,637
23,1317,1913
23,1329,169
23,1354,1216
23,1373,106
23,1393,1476
23,1394,917
23,1395,685
23,1424,1700
23,1598,1276
23,1895,32
23,1901,1783
23,1968,455
24,33,1981
24,34,1084
24,50,419
24,73,1756
24,140,743
24,211,1888
24,282,776
24,301,1801
24,331,561
24,354,288
24,394,1371
24,416,1413
24,441,83
24,480,1985
24,506,1394
24,535,234
24,536,941
24,554,951
24,557,728
24,559,727
24,562,484
24,577,1381
24,582,706
24,601,80
24,613,1195
24,652,828
24,662,1934
24,668,893
24,689,142
24,739,1621
24,811,955
24,826,1616
24,834,1188
24,894,959
24,916,694
24,946,1345
24,981,1944
24,998,379
24,1018,989
24,1072,43
24,1097,879
24,1144,1486
24,1205,1047
24,1314,1776
24,1346,1790
24,1380,431
24,1383,917
24,1384,385
24,1401,655
24,1433,73
24,1497,331
24,1581,1601
24,1586,1036
24,1720,1528
24,1858,116
24,1913,7
24,1960,6
25,9,669
25,62,130
25,185,1677
25,239,1578
25,254,628
25,357,1189
25,364,919
25,365,1151
25,432,183
25,446,1374
25,490,79
25,508,41
25,550,535
25,564,1974
25,575,1004
25,578,929
25,654,587
25,668,1612
25,672,1798
25,687,1055
25,737,771
25,816,847
25,827,68
25,835,105
25,840,1336
25,887,302
25,921,1133
25,925,1566
25,986,1425
25,1081,1570
25,1125,959
25,1135,1443
25,1165,1702
25,1198,1439
25,1213,676
25,1218,1460
25,1245,367
25,1276,630
25,1327,1675
25,1341,1111
25,1352,381
25,1419,1140
25,1434,593
25,1458,1397
25,1468,637
25,1490,1566
25,1513,1747
25,1528,998
25,1565,1362
25,1610,1434
25,1617,1969
25,1639,1172
25,1682,1826
25,1720,1542
25,1812,1409
25,1873,130
25,1926,1496
26,22,1865
26,27,488
26,83,52
26,121,1772
26,158,1281
26,185,1743
26,190,1096
26,207,1460
26,221,1853
26,241,357
26,324,584
26,396,1165
26,429,856
26,437,452
26,500,1409
26,501,547
26,692,530
26,767,1464
26,872,691
26,872,1639
26,882,1065
26,887,382
26,942,1289
26,952,1139
26,986,1932
26,1046,594
26,1047,1049
26,1072,158
26,1150,62
26,1246,1422
26,1296,77
26,1364,971
26,1373,442
26,1375,182
26,1391,1661
26,1396,978
26,1437,714
26,1437,1129
26,1542,648
26,1555,209
26,1602,1515
26,1632,53
26,1673,1320
26,1684,1192
26,1732,336
26,1738,1895
26,1797,742
26,1875,913
26,1942,330
26,1959,630
26,1964,1731
27,46,390
27,73,1731
27,134,1168
27,142,599
27,251,838
27,280,724
27,282,1534
27,306,1470
27,315,1847
27,331,1064
27,350,823
27,351,1343
27,414,1634
27,429,609
27,437,1658
27,460,245
27,472,712
27,476,43
27,518,522
27,548,609
27,587,227
27,599,1211
27,657,439
27,681,93
27,707,1216
27,715,1511
27,798,1553
27,813,435
27,851,187
27,898,320
27,927,1180
27,928,132
27,928,1781
27,1023,237
27,1043,1887
27,1140,1617
27,1181,1837
27,1192,1321
27,1240,1438
27,1329,718
27,1336,1667
27,1398,1130
27,1432,1958
27,1501,15
27,1563,1700
27,1602,1950
27,1604,1284
27,1622,1979
27,1639,997
27,1648,1584
27,1713,1428
27,1735,559
27,1764,1961
27,1841,132
27,1912,1402
27,1971,818
27,1990,81
28,33,1203
28,50,1327
28,145,1514
28,164,1408
28,186,1619
28,195,1823
28,227,103
28,280,663
28,310,1815
28,359,937
28,364,732
28,391,1315
28,437,159
28,464,140
28,472,496
28,479,1595
28,536,441
28,541,1098
28,542,1704
28,550,1836
28,574,15
28,582,1516
28,631,1431
28,669,13
28,682,73
28,722,1980
28,840,907
28,878,1224
28,904,7
28,925,583
28,943,156
28,969,1609
28,980,78
28,987,1780
28,1006,255
28,1023,1198
28,1101,1837
28,1114,1589
28,1194,659
28,1206,1272
28,1255,615
28,1352,1055
28,1359,1047
28,1400,1717
28,1422,446
28,1438,1426
28,1508,690
28,1556,1391
28,1557,1519
28,1643,878
28,1698,514
28,1712,479
28,1795,1099
28,1887,1864
28,1901,1135
28,1993,386
29,38,345
29,60,230
29,71,1506
29,75,72
29,132,365
29,144,1943
29,192,801
29,200,63
29,292,1299
29,305,1895
29,308,1836
29,320,1979
29,357,1904
29,374,1926
29,393,1754
29,401,755
29,499,535
29,502,922
29,520,394
29,654,117
29,682,1071
29,690,1680
29,793,1163
29,794,1759
29,823,1135
29,838,1708
29,916,459
29,937,123
29,944,1430
29,1006,1115
29,1100,342
29,1173,659
29,1188,1603
29,1239,338
29,1260,1250
29,1261,1627
29,1305,846
29,1347,1765
29,1362,162
29,1383,1640
29,1414,324
29,1472,620
29,1495,876
29,1560,1597
29,1574,1431
29,1589,1978
29,1709,1360
29,1819,1595
29,1871,385
29,1891,1389
29,1915,1509
29,1942,312
29,1962,1195
29,1977,418
30,7,577
30,15,981
30,51,161
30,53,1718
30,137,460
30,137,1457
30,145,1275
30,187,377
30,353,1344
30,379,471
30,548,1095
30,599,1001
30,619,161
30,673,1844
30,688,1622
30,725,1691
30,733,1617
30,745,1304
30,772,136
30,786,373
30,823,1339
30,858,1152
30,971,392
30,990,1753
30,995,1635
30,1010,444
30,1021,1978
30,1025,1539
30,1036,1506
30,1083,144
30,1087,371
30,1103,1336
30,1140,967
30,1161,1476
30,1172,979
30,1208,1654
30,1318,1455
30,1346,1948
30,1362,1254
30,1378,1500
30,1503,1373
30,1540,717
30,1541,1969
30,1548,516
30,1562,1448
30,1568,1966
30,1659,231
30,1688,1451
30,1757,175
30,1843,433
30,1920,296
30,1925,1269
30,1953,667
30,1971,1162
30,1979,150
30,1988,886
31,12,1794
31,27,1060
31,92,1888
31,181,745
31,182,1635
31,208,1922
31,216,755
31,236,231
31,298,1387
31,375,1714
31,398,500
31,427,71
31,433,1919
31,444,585
31,647,1757
31,657,1871
31,668,728
31,712,1376
31,826,1098
31,851,396
31,914,517
31,987,65
31,1062,382
31,1243,891
31,1254,929
31,1279,1029
31,1358,387
31,1386,1705
31,1415,860
31,1454,1176
31,1480,767
31,1502,1629
31,1516,959
31,1523,999
31,1559,1219
31,1610,1254
31,1628,868
31,1628,1377
31,1649,793
31,1709,150
31,1749,917
31,1770,188
31,1802,242
31,1803,1188
31,1827,1932
31,1962,1166
31,1980,1759
32,6,1302
32,126,1584
32,217,1826
32,228,388
32,236,1663
32,240,1028
32,334,1433
32,339,1228
32,349,350
32,388,101
32,441,891
32,444,1844
32,538,95
32,575,963
32,692,1919
32,863,57
32,960,638
32,1016,336
32,1065,506
32,1176,77
32,1241,1324
32,1273,1824
32,1372,1972
32,1402,479
32,1422,323
32,1489,1828
32,1495,1077
32,1552,1532
32,1557,43
32,1589,380
32,1652,55
32,1659,285
32,1711,382
32,1743,269
32,1801,997
32,1811,435
32,1948,1974
32,1966,1042
33,47,1114
33,63,605
33,75,354
33,97,1413
33,126,1335
33,129,1416
33,168,913
33,186,930
33,273,572
33,299,225
33,335,1973
33,357,668
33,414,1070
33,458,974
33,529,11
33,581,1171
33,601,615
33,656,500
33,679,277
33,731,1614
33,801,967
33,806,1406
33,880,1403
33,887,1437
33,951,1310
33,1023,1349
33,1027,1778
33,1095,1031
33,1248,558
33,1275,1960
33,1276,1817
33,1291,1149
33,1389,1730
33,1399,111
33,1408,656
33,1412,156
33,1423,615
33,1474,66
33,1573,1847
33,1575,1442
33,1579,1048
33,1592,1774
33,1642,1987
33,1714,1302
33,1757,952
33,1762,192
33,1810,487
33,1830,1336
33,1832,1201
34,50,1735
34,62,1836
34,218,220
34,247,1417
34,249,529
34,294,801
34,301,658
34,333,586
34,411,1343
34,418,1057
34,425,1776
34,481,55
34,563,1808
34,573,1703
34,575,187
34,639,340
34,666,159
34,680,1831
34,681,1714
34,754,678
34,784,761
34,829,760
34,830,410
34,963,447
34,1005,25
34,1040,1889
34,1049,1588
34,1064,1337
34,1194,556
34,1202,138
34,1221,289
34,1299,217
34,1309,661
34,1315,773
34,1326,435
34,1358,321
34,1384,1042
34,1394,802
34,1546,1082
34,1585,289
34,1679,242
34,1734,624
34,1737,381
34,1811,888
34,1855,1394
34,1904,1837
35,92,167
35,120,1833
35,122,1332
35,166,1911
35,408,1324
35,569,618
35,627,729
35,646,569
35,666,1414
35,775,1353
35,900,18
35,966,519
35,982,713
35,1004,1880
35,1076,1554
35,1139,24
35,1223,1795
35,1259,1461
35,1263,515
35,1324,1326
35,1361,1912
35,1362,1612
35,1372,157
35,1434,631
35,1460,1456
35,1498,1564
35,1555,1172
35,1561,1874
35,1583,513
35,1629,963
35,1712,1676
35,1720,1685
35,1726,775
35,1731,531
35,1754,833
35,1769,1637
35,1788,584
35,1808,811
35,1812,1147
35,1887,984
35,1986,818
36,5,1982
36,82,1100
36,180,1763
36,214,1069
36,263,1266
36,284,946
36,316,1910
36,470,1757
36,539,759
36,582,1555
36,722,493
36,825,1565
36,834,26
36,849,1879
36,943,1306
36,950,1991
36,954,1056
36,1060,278
36,1080,1784
36,1097,326
36,1234,68
36,1238,1047
36,1262,408
36,1345,741
36,1373,373
36,1385,8
36,1396,1789
36,1479,57
36,1504,1020
36,1510,1270
36,1514,1040
36,1541,1510
36,1630,1154
36,1647,1194
36,1647,1647
36,1681,1193
36,1689,832
36,1766,1719
36,1801,1147
36,1848,1100
36,1919,634
36,1921,1503
36,1927,1455
36,1950,1564
37,0,1244
37,11,921
37,47,461
37,108,198
37,142,2
37,169,1867
37,223,554
37,280,810
37,383,1873
37,506,319
37,696,403
37,711,1734
37,747,263
37,882,858
37,922,1305
37,932,1024
37,992,609
37,1046,1361
37,1050,1371
37,1100,966
37,1156,663
37,1189,1591
37,1254,1677
37,1346,310
37,1371,210
37,1407,692
37,1427,175
37,1452,664
37,1473,1104
37,1496,236
37,1535,1427
37,1558,509
37,1559,1959
37,1575,788
37,1587,1380
37,1624,1736
37,1659,339
37,1674,934
37,1788,416
37,1991,436
38,19,202
38,25,860
38,28,1117
38,65,33
38,72,701
38,99,585
38,106,1079
38,198,467
38,214,1510
38,215,229
38,246,1348
38,283,1306
38,402,659
38,430,1159
38,490,1310
38,543,189
38,544,1607
38,577,1833
38,610,1329
38,628,242
38,740,667
38,781,1028
38,846,967
38,859,887
38,862,217
38,882,1322
38,903,642
38,965,68
38,1085,1103
38,1100,1573
38,1107,854
38,1133,441
38,1146,221
38,1199,184
38,1242,1727
38,1298,1532
38,1312,607
38,1421,1570
38,1467,373
38,1527,1029
38,1544,503
38,1575,1729
38,1583,1394
38,1593,904
38,1642,1505
38,1716,1591
38,1766,783
38,1822,1763
38,1904,520
39,37,1959
39,64,1341
39,123,1798
39,124,152
39,131,90
39,151,402
39,159,942
39,213,1631
39,215,524
39,225,1147
39,232,1919
39,358,51
39,422,1672
39,441,790
39,476,988
39,539,1370
39,546,20
39,617,1053
39,637,736
39,641,1046
39,666,494
39,730,409
39,805,1179
39,814,1169
39,937,301
39,1038,753
39,1050,1043
39,1055,1917
39,1150,939
39,1157,903
39,1279,425
39,1314,473
39,1324,873
39,1362,1697
39,1367,393
39,1401,1818
39,1507,205
39,1767,1259
39,1787,392
39,1851,1612
39,1884,1953
39,1929,1322
39,1977,1783
40,19,412
40,30,339
40,46,147
40,52,572
40,60,135
40,69,1410
40,78,824
