93,497,1436
93,631,916
93,1238,816
93,1435,1737
93,1642,30
93,1942,1313
93,1985,1653
93,1995,111
94,966,745
94,1063,1420
94,1953,821
95,1497,147
95,1577,1797
96,37,734
96,805,611
96,1638,1091
96,1763,224
96,1979,620
97,488,859
97,608,1174
97,1690,21
97,1713,1300
97,1773,1342
97,1963,155
98,644,190
98,790,897
98,1094,57
98,1242,1998
98,1355,221
98,1412,237
98,1557,468
99,94,203
99,103,576
99,951,576
99,1581,772
99,1641,1318
99,1918,1831
100,388,596
100,749,635
100,1122,817
100,1964,1984
101,821,1265
101,1643,1011
102,514,282
102,532,776
102,1141,510
102,1323,509
102,1755,22
102,1821,1227
103,594,1936
103,1494,754
103,1880,738
103,1897,1937
104,865,1014
104,1584,1909
105,4,965
105,563,169
105,623,225
105,859,630
105,1195,983
105,1641,1908
106,280,1047
106,811,1281
106,1674,880
107,240,1055
107,318,322
107,1225,9
107,1616,1292
107,1890,1772
108,386,304
108,484,925
108,717,952
108,832,425
108,942,1267
108,952,1340
108,1000,626
108,1700,139
108,1880,1485
108,1960,1167
109,209,1366
109,753,440
109,1546,1730
109,1774,1299
110,189,1832
110,624,1073
110,709,1844
110,1076,1636
110,1320,745
110,1436,217
111,84,1735
111,173,112
111,384,1061
111,470,375
111,620,870
111,738,7
112,15,418
112,617,1250
112,1080,1702
113,53,1584
113,1023,1759
113,1523,144
113,1702,254
113,1983,837
114,448,803
114,469,1683
114,908,1305
114,914,1160
114,1304,19
114,1309,701
114,1529,282
114,1564,1941
114,1860,1365
115,409,546
115,476,1232
115,720,1039
115,1320,1399
116,228,1402
116,259,898
116,1306,215
116,1517,1619
116,1922,1216
117,173,1522
117,754,1061
117,1281,1671
117,1834,711
118,487,475
118,1144,946
119,223,1170
119,1186,1506
120,106,681
120,468,138
120,1258,1968
120,1930,1729
121,285,418
121,1546,840
122,20,228
122,281,767
122,339,1623
122,571,1750
122,728,1320
122,1069,410
122,1723,763
122,1866,715
122,1991,291
123,1265,1306
123,1269,1547
123,1911,1887
124,980,1735
124,1877,68
124,1949,1463
125,133,395
125,544,1539
125,805,1554
126,128,1011
126,1379,1409
126,1700,1599
127,482,1010
127,870,1819
127,890,1356
127,1367,242
127,1445,282
127,1917,1655
128,112,239
129,451,1963
129,535,1341
129,763,707
129,1301,1687
129,1341,100
129,1466,1589
129,1497,1416
129,1601,748
129,1707,1845
130,461,376
130,548,1828
130,691,881
130,1094,791
130,1918,1799
131,126,1253
131,692,43
131,1688,817
132,404,1848
132,926,1460
132,1126,1110
133,175,43
133,315,1171
133,820,1007
133,839,1060
133,889,1937
133,946,1241
133,1687,93
134,385,1826
134,991,59
134,1779,624
135,100,64
135,334,1758
135,362,1898
135,635,1430
135,674,1311
135,789,580
135,1150,173
135,1347,1669
135,1911,1966
135,1985,305
136,89,1710
136,375,1099
136,717,1303
136,1226,1526
137,133,178
137,555,1133
137,920,797
137,1004,1142
137,1148,1452
137,1504,154
137,1582,207
137,1987,399
138,495,892
138,686,36
138,706,493
138,988,858
138,1141,1091
138,1214,1616
138,1553,875
138,1782,91
138,1952,1077
139,24,842
139,169,1123
139,202,1678
139,286,310
139,1382,1765
140,156,318
140,193,1943
140,470,774
140,480,1292
140,699,387
140,1699,1567
140,1800,500
141,1036,1326
141,1796,952
142,93,1354
142,1007,1901
142,1727,503
142,1843,396
142,1866,1972
142,1957,353
143,14,1533
143,568,220
143,1106,462
143,1584,1426
144,319,1193
144,1289,1500
144,1603,854
144,1802,1544
144,1945,852
145,26,1905
145,1407,478
145,1449,1292
145,1655,252
146,137,519
146,545,1590
146,1112,962
146,1247,1300
146,1327,32
147,697,379
147,1529,1405
148,19,938
148,732,1900
148,765,1442
149,92,867
149,144,1170
149,195,1140
149,314,850
149,402,979
149,1410,122
149,1649,1941
149,1756,1510
149,1891,1698
150,168,548
150,791,1032
150,964,1198
150,996,1964
150,1101,436
150,1228,752
150,1636,1732
151,635,945
151,919,1224
151,921,954
151,925,353
151,1033,1478
151,1181,1289
151,1447,1408
151,1512,1885
152,362,764
152,669,320
152,1932,415
153,28,1707
153,338,896
153,1212,1162
153,1374,1305
153,1962,312
154,288,1544
154,907,1654
154,1935,1808
155,385,383
155,406,191
155,1212,1414
155,1308,928
156,308,359
156,512,1921
156,637,1236
156,668,763
156,1260,683
156,1353,1539
156,1489,154
156,1547,215
156,1873,741
157,188,522
157,504,1573
157,739,515
157,1175,281
157,1320,1769
157,1962,1419
158,485,417
158,605,1729
159,38,1586
159,153,1990
159,1170,763
159,1225,602
159,1834,1986
159,1878,1155
160,416,1867
160,870,1414
160,872,1484
160,1025,1526
160,1234,334
160,1597,114
160,1609,566
160,1808,1239
160,1994,1889
161,175,1498
161,501,157
161,808,1848
161,810,1782
161,1130,600
161,1171,783
162,38,524
162,120,1203
162,331,703
162,360,1995
162,1231,1229
162,1409,1597
162,1987,1634
163,290,1495
163,431,341
163,1139,1586
163,1247,77
163,1751,476
163,1947,1991
164,681,1129
164,800,1838
164,1685,1596
164,1727,1537
165,13,14
165,595,448
165,1338,1757
166,169,1408
166,496,332
166,845,703
166,1368,395
166,1612,1795
166,1886,215
167,684,344
167,963,39
167,969,1728
167,1076,914
167,1686,858
167,1802,1171
168,168,1630
168,226,323
168,663,460
168,671,1011
168,761,1360
168,946,1788
168,1004,48
169,709,1405
169,722,1143
169,1978,1775
170,852,1795
170,1397,846
170,1870,921
171,311,1834
171,353,908
171,548,292
171,580,1225
171,595,958
171,694,1075
171,1102,1739
172,75,1100
172,580,710
172,604,910
172,848,752
173,255,1036
173,275,1539
173,581,1055
173,962,772
173,1652,1092
173,1864,1409
174,1072,1448
175,21,960
175,237,1702
175,369,1498
175,443,919
175,608,1160
175,773,255
176,134,633
176,616,1576
176,873,802
176,1132,935
176,1159,1905
176,1366,988
176,1460,554
176,1484,480
177,565,1596
177,843,1755
177,972,516
177,1136,1733
177,1770,280
178,383,882
178,794,1139
178,1768,154
179,150,111
179,228,182
179,990,1482
179,1151,525
179,1175,1889
179,1659,1396
180,381,407
180,391,1482
180,894,1729
181,13,838
181,502,967
181,740,1482
181,1547,287
181,1682,1451
181,1947,1057
182,145,366
182,396,1885
182,628,1827
182,683,720
182,743,1862
183,216,890
183,1060,302
183,1330,33
183,1667,424
184,193,1456
184,512,663
184,1448,1875
184,1598,1443
184,1619,808
185,32,982
185,322,1653
185,445,1673
185,583,56
185,1457,1224
185,1637,1038
186,233,1446
186,1314,1114
186,1456,508
186,1686,297
186,1770,104
186,1840,1045
187,468,1969
187,1292,1390
187,1404,1266
188,715,453
188,859,135
188,1068,773
188,1168,818
188,1205,20
188,1469,1728
188,1545,737
189,668,112
189,1096,1483
189,1299,867
189,1319,1457
190,82,1051
190,191,52
190,602,453
190,692,1216
190,695,786
190,825,1055
190,987,1350
191,338,1178
191,830,776
191,1015,371
191,1604,1127
192,931,642
192,931,777
193,77,942
193,125,1279
193,379,1030
193,465,1996
193,951,1353
194,2,437
194,240,1979
195,277,1971
195,886,1355
195,945,1967
195,1035,273
195,1219,1315
195,1267,741
195,1507,1204
195,1832,1081
196,238,1528
196,423,1130
196,728,1995
196,1264,1540
196,1704,752
197,978,1009
197,1071,1349
197,1362,217
198,52,423
198,432,1069
198,453,460
198,506,418
198,675,1314
198,735,1735
198,1547,80
198,1786,1399
198,1850,1285
199,1284,1170
199,1555,1349
199,1566,1908
199,1648,30
199,1683,595
199,1683,911
199,1756,1114
200,100,1328
200,103,1335
200,485,1510
200,772,1984
200,865,1410
200,871,274
200,895,475
200,926,1014
200,1075,212
200,1655,1000
201,124,824
201,404,1486
201,1376,1701
201,1428,1110
201,1991,1779
202,65,1169
202,556,1765
202,598,1885
202,1707,1002
203,711,583
203,1109,344
203,1404,752
203,1454,1640
203,1940,1562
204,181,1031
204,583,1268
204,623,1646
204,726,738
204,773,786
204,964,1126
204,1414,1382
204,1665,357
204,1951,359
205,362,602
205,846,676
205,908,340
205,1393,339
205,1483,1078
205,1790,1730
205,1894,216
206,241,1021
206,564,463
206,882,378
206,1216,68
206,1625,851
207,605,766
207,882,1007
207,1697,981
208,1387,114
208,1427,1582
208,1518,1894
208,1637,1785
208,1646,1625
208,1686,1151
209,15,1047
209,189,778
209,1070,334
209,1385,1516
209,1507,1699
210,59,458
210,163,671
210,602,43
210,724,1597
210,785,1030
210,1402,614
210,1456,1732
210,1787,25
210,1831,1175
211,181,1498
211,1066,1569
211,1157,1834
211,1441,1983
212,537,1265
212,970,50
212,1016,1535
212,1178,8
212,1291,1663
212,1401,478
212,1580,1191
212,1653,1049
212,1730,1958
213,159,742
213,1382,1132
214,151,700
214,930,1794
214,1653,1692
214,1756,329
215,1603,1895
216,336,920
216,498,892
216,785,110
216,887,1967
216,1569,1307
216,1872,266
217,462,1311
217,857,970
217,952,1651
217,1019,406
217,1110,1507
217,1247,433
217,1479,1527
217,1714,662
217,1893,474
218,51,780
218,112,1923
218,133,433
218,152,497
218,269,378
218,541,325
218,809,18
218,1144,148
218,1291,1410
218,1687,303
218,1825,976
219,6,489
219,10,716
219,277,623
219,520,1251
219,667,1138
219,682,1217
219,699,422
219,950,853
219,994,392
219,1525,225
219,1811,0
219,1901,686
220,39,599
220,547,1215
220,714,1398
220,862,872
220,919,258
220,1014,295
220,1479,92
220,1623,43
220,1670,669
221,250,513
221,975,895
221,986,130
221,1004,1458
221,1475,2
221,1878,1965
221,1977,560
222,294,1107
222,890,469
222,898,1344
222,1104,598
222,1403,1667
222,1558,244
223,158,1038
223,754,494
223,853,365
223,925,1031
223,1133,794
223,1778,1303
224,1610,332
225,667,466
225,922,1161
225,1941,1982
226,98,1939
226,1168,592
226,1304,932
226,1804,588
227,624,921
227,784,748
227,966,275
227,1589,590
227,1733,1077
227,1996,216
228,198,1370
228,601,890
228,1236,357
228,1474,1815
228,1549,1936
229,126,1697
229,766,1607
229,1169,1504
229,1671,32
230,85,793
230,493,1023
230,677,332
230,1375,847
230,1972,1804
230,1983,974
231,483,1296
231,719,980
231,1172,233
231,1183,875
232,194,1996
232,945,1939
232,986,1382
232,1329,979
232,1359,1936
232,1527,130
232,1622,1986
233,537,1373
233,820,819
233,854,943
233,1264,464
233,1404,682
234,236,325
234,400,1753
234,691,347
234,1212,1220
234,1369,708
234,1396,1812
235,46,1739
235,108,1833
235,959,1972
235,1627,1872
235,1736,1055
235,1840,444
236,631,1607
236,788,580
236,896,241
236,987,1357
236,1058,1348
236,1822,219
237,207,336
237,1146,81
237,1236,1652
238,169,249
238,286,92
238,905,170
238,1393,420
238,1625,392
238,1983,724
239,84,648
239,374,764
239,630,50
240,370,1765
240,493,1147
240,1326,1704
240,1529,1544
240,1865,893
240,1970,1424
240,1998,702
241,291,1847
241,488,625
241,699,954
241,936,1564
241,1064,14
241,1422,435
241,1510,1736
241,1525,572
242,146,737
242,455,263
242,738,1890
243,689,1837
243,1018,1526
243,1531,470
244,25,1449
244,293,808
244,1028,1378
244,1332,584
245,15,1018
245,910,1820
245,1586,145
245,1755,459
245,1776,1394
246,84,1201
246,270,821
246,515,1727
246,574,1316
246,611,1005
246,1127,1459
246,1155,797
246,1653,1913
246,1882,1303
246,1944,1550
247,106,414
247,424,380
247,507,460
247,560,289
247,756,1170
247,1097,733
247,1150,458
248,59,1993
248,411,1622
248,1516,1197
248,1885,51
249,115,1442
249,333,1549
249,614,828
249,807,765
249,1226,265
249,1422,1760
249,1995,1573
250,19,652
250,547,920
250,841,724
250,1121,714
250,1344,157
250,1943,1736
251,219,290
251,277,1746
251,762,1484
251,1737,413
251,1779,1086
252,359,1078
252,750,1456
252,885,299
252,1362,278
252,1486,1514
252,1779,755
252,1809,897
253,107,1777
253,715,191
253,931,754
253,1120,517
253,1439,1559
253,1884,1232
254,212,298
254,632,484
254,788,1909
254,1094,1518
254,1339,1363
254,1979,771
255,175,1995
255,190,1985
255,195,504
255,919,610
255,1088,225
255,1108,1521
255,1432,1022
256,429,266
256,880,1436
256,1490,480
256,1720,1283
257,132,124
257,262,1351
257,275,23
258,292,775
258,318,704
258,563,1278
258,1028,1977
258,1032,242
258,1064,1359
258,1065,1107
259,422,293
259,1035,157
259,1535,1599
259,1632,1069
260,465,1290
260,531,1911
260,981,1259
260,1106,713
260,1605,196
261,372,1571
262,661,1344
262,1062,318
262,1517,529
262,1527,133
262,1714,750
262,1798,1697
263,188,1853
263,197,1878
263,873,1598
263,1357,1412
263,1493,1274
263,1996,198
264,354,408
264,432,1767
264,778,1090
264,902,751
264,1098,856
264,1238,1105
264,1982,1442
265,554,1481
265,562,546
265,1253,1810
265,1258,888
265,1429,663
265,1906,1534
266,59,964
266,883,1753
266,975,439
266,1139,122
266,1358,682
266,1847,1235
267,929,1299
267,989,1884
267,1159,1745
267,1304,536
267,1557,758
267,1627,388
268,662,1540
268,694,595
268,735,1362
268,1179,1404
268,1223,771
268,1375,1321
269,169,859
269,184,1862
269,224,1961
270,183,649
270,495,1764
270,508,1577
270,688,169
270,792,1762
270,1325,354
270,1481,1915
270,1610,1104
270,1839,1616
270,1982,1827
271,600,132
271,1425,1487
271,1456,82
271,1560,283
271,1954,1907
272,1784,662
272,1886,788
273,35,1599
273,90,721
273,204,1620
273,811,440
273,836,1839
273,1886,225
274,701,1846
274,795,497
274,951,1026
274,1726,196
274,1814,118
275,64,241
275,405,996
275,513,1840
275,658,1761
275,829,1318
275,1289,1049
275,1391,1501
275,1754,1235
276,28,390
276,108,1060
276,342,99
276,880,1861
276,984,1145
276,1823,618
277,795,929
277,805,846
277,852,1135
277,1568,1313
277,1802,780
278,1,588
278,969,1012
278,986,318
278,1015,1561
278,1477,1921
278,1597,1577
278,1695,365
279,59,529
279,704,587
279,937,1474
279,1464,961
279,1529,800
280,473,841
280,654,1885
280,705,39
280,857,1701
280,1061,576
280,1200,770
280,1425,528
280,1723,1998
281,223,1260
281,658,1713
281,776,1341
281,1315,1650
281,1436,23
281,1488,1536
281,1725,1291
281,1797,1840
282,845,1233
282,1177,785
282,1240,533
282,1641,137
282,1751,1540
283,1248,1269
283,1358,1325
283,1735,703
284,52,1232
284,215,661
284,408,1880
284,484,1618
284,1673,905
284,1817,1189
285,270,1516
285,603,942
285,958,1807
285,983,1555
285,1388,1128
285,1549,834
285,1711,1202
286,248,24
286,303,1068
286,370,251
286,570,1607
286,724,1530
286,956,1201
286,1031,592
286,1181,1004
286,1484,1139
286,1486,825
286,1644,1617
286,1996,935
287,294,984
287,977,662
287,1423,962
287,1683,1468
287,1828,822
287,1829,10
288,580,572
288,1735,509
288,1769,810
289,252,85
289,481,1062
289,490,1966
289,825,1262
289,963,222
289,1650,209
290,141,560
290,533,239
290,538,935
290,1511,1537
290,1517,1296
290,1676,1524
290,1720,1393
291,329,376
291,595,901
291,845,1828
291,1153,1942
291,1376,564
292,542,285
292,550,1533
292,1272,431
292,1501,402
292,1569,1782
292,1627,1193
292,1720,895
292,1738,1244
293,50,668
293,85,1667
293,147,873
293,337,973
293,745,1736
293,1097,417
293,1352,1067
293,1781,1065
294,291,1560
294,1477,1812
294,1658,1290
295,218,358
295,587,1304
295,606,51
295,1035,260
295,1540,1680
295,1569,1105
295,1710,1747
295,1807,1892
296,117,486
296,185,661
296,785,390
296,1778,343
297,25,607
297,108,1372
297,1086,1782
297,1186,1508
297,1226,699
297,1596,643
297,1748,66
298,58,594
298,129,342
298,423,797
298,500,1087
298,902,91
298,1311,437
298,1466,696
298,1577,20
298,1582,1313
298,1638,1964
298,1732,1528
299,654,944
299,1366,260
299,1719,127
299,1779,1634
300,114,340
300,655,302
300,676,1157
300,748,289
300,1353,305
300,1434,827
300,1587,192
300,1862,911
301,520,506
301,723,1342
301,921,1771
301,944,1794
301,1572,931
302,130,1396
302,535,1239
302,771,1946
302,840,1753
302,1201,1443
302,1492,546
302,1615,1844
302,1779,1704
303,422,631
303,723,582
303,880,261
303,1179,1012
303,1196,24
303,1847,981
304,70,1257
304,261,1401
304,493,393
304,1592,1343
305,182,1962
305,600,290
305,614,770
305,1241,1829
305,1403,1728
305,1480,150
305,1661,1152
305,1860,544
305,1871,1174
305,1944,184
306,336,671
306,554,690
306,1240,197
307,393,56
307,829,773
307,1500,149
307,1513,1818
307,1829,1366
308,13,1909
308,473,784
308,583,637
308,706,50
308,842,648
308,1791,418
308,1961,126
309,18,447
309,364,877
309,1214,1937
309,1349,914
309,1540,1426
309,1747,1413
310,421,908
310,769,418
310,1519,1657
310,1542,1543
310,1883,843
311,101,1985
311,1107,1929
311,1595,384
312,210,1496
312,386,1583
312,568,171
312,620,1273
312,1158,1160
312,1406,1890
312,1493,1047
313,103,1379
313,241,760
313,441,133
313,891,360
313,930,1098
313,1285,327
313,1445,1507
314,48,940
314,59,166
314,330,487
314,1618,766
314,1910,1689
315,332,370
315,389,696
315,628,1950
315,778,1457
315,848,969
315,1020,1910
315,1325,744
315,1436,1098
315,1736,1033
316,153,961
316,872,1334
316,1344,987
316,1523,1649
317,81,314
317,564,386
317,815,1311
317,920,605
317,1122,1685
317,1255,1884
318,172,1341
318,1942,962
319,8,1986
319,122,1804
319,290,1226
319,1202,1746
319,1551,1491
319,1678,1953
320,1092,450
320,1240,1007
321,109,207
321,479,1510
321,491,355
321,556,1992
321,1035,1738
321,1216,909
321,1915,1725
322,116,1967
322,494,1226
322,522,1583
322,741,1232
323,151,904
323,205,30
323,345,448
323,560,1807
323,900,851
323,929,6
324,125,1600
324,895,473
324,1002,1608
324,1068,1518
324,1150,1131
324,1162,1298
324,1288,1491
325,189,1260
325,970,774
325,1523,1764
325,1790,1910
326,174,1117
326,176,805
326,212,852
326,366,1159
327,677,1146
327,998,1984
327,1171,446
327,1709,412
327,1951,63
328,22,811
328,80,1122
328,141,1087
328,186,1169
328,428,1143
328,558,920
328,666,1480
328,754,91
328,1069,1669
328,1364,407
328,1430,534
328,1751,1025
329,368,611
329,796,1975
329,1196,1732
329,1499,153
330,139,573
330,1308,188
330,1376,582
330,1518,904
331,1273,424
331,1672,408
332,119,1462
332,298,700
332,804,1262
332,1092,617
332,1154,492
332,1779,296
332,1999,1638
333,621,997
333,1191,119
333,1201,263
333,1423,968
333,1812,363
334,122,441
334,366,134
334,1445,956
335,395,463
335,764,1348
335,1016,1951
335,1650,1490
336,55,1513
336,406,715
336,979,1540
336,1388,208
336,1954,513
337,111,1645
337,331,660
337,517,424
337,565,229
337,776,4
337,898,498
337,1395,565
337,1551,1520
338,542,1080
338,1721,957
339,242,589
339,471,157
339,1448,50
339,1476,896
339,1826,355
339,1894,1377
340,163,600
340,832,994
340,1811,847
340,1848,312
340,1888,615
340,1936,1297
341,149,271
341,247,857
341,766,325
341,1066,136
341,1227,561
341,1622,369
342,1290,241
342,1346,1551
342,1626,565
342,1821,69
342,1843,204
342,1990,433
343,72,1423
343,483,35
343,950,816
343,964,903
343,1482,342
344,156,1045
344,1892,1175
344,1896,115
345,56,1225
345,1180,1565
346,286,1475
346,750,845
346,1173,105
346,1511,1960
346,1615,21
346,1783,1075
346,1854,1201
347,284,550
347,1380,73
347,1403,779
347,1912,605
348,1183,1986
348,1721,1346
348,1818,768
348,1874,382
349,87,1414
349,673,732
349,1068,1170
349,1073,1288
349,1282,1644
349,1307,597
349,1571,40
350,45,1146
350,145,637
350,458,93
350,1093,1493
350,1349,1278
351,1641,1940
351,1745,323
351,1846,1544
352,1295,102
352,1453,623
353,724,439
353,794,1132
353,1562,964
354,999,1691
354,1136,341
355,360,484
355,687,129
355,969,1535
355,972,284
355,1213,1124
356,63,1949
356,448,1813
356,1534,442
356,1847,925
357,29,230
357,225,1353
357,300,1784
357,1343,310
358,161,1248
358,833,1036
358,963,1062
358,1037,1870
358,1311,1012
358,1454,225
359,133,1204
359,1251,1753
359,1301,1559
360,630,1957
360,939,877
360,951,1958
360,1646,1961
360,1912,1883
361,673,1038
361,794,1651
362,276,1278
362,798,1692
362,872,1575
362,1113,1395
362,1116,1343
362,1783,1742
362,1948,1582
362,1992,944
363,65,1692
363,66,273
363,974,1846
363,1039,304
363,1121,1942
363,1156,18
363,1967,1782
363,1995,540
364,79,856
364,793,764
364,1031,1111
364,1572,481
364,1626,515
365,1041,759
365,1100,804
365,1321,1007
365,1771,325
366,232,1566
366,312,1092
366,590,1962
366,600,730
366,868,1088
366,908,947
366,929,1208
366,1093,254
366,1143,1534
366,1443,1220
366,1575,1458
366,1907,1966
366,1911,1531
367,26,1380
367,334,815
367,533,347
367,904,478
367,1007,1857
367,1610,373
367,1711,371
367,1896,182
368,53,653
368,1103,1793
368,1468,1023
369,190,158
369,458,1288
369,578,89
369,836,1622
369,852,1885
369,855,78
369,1179,1451
369,1208,1061
369,1709,344
371,206,53
371,393,1834
371,948,562
371,1374,1637
371,1391,870
372,805,1794
372,1029,1942
372,1233,651
372,1914,32
373,279,593
373,998,13
373,1661,276
373,1993,359
374,196,637
374,457,696
374,1180,434
374,1285,1017
374,1412,1917
374,1657,1554
374,1817,1326
374,1939,1528
375,570,947
375,1566,193
376,444,194
376,1021,868
376,1545,1101
376,1684,1527
376,1745,793
376,1749,47
377,518,603
377,650,1719
377,1351,882
377,1977,105
378,303,112
378,427,1680
378,483,1756
378,1039,12
378,1457,190
378,1617,1784
378,1718,1598
379,900,1379
379,1192,846
379,1328,1880
380,140,1218
380,187,1470
380,1392,1199
382,490,1336
382,510,575
382,601,392
382,912,91
382,1016,1417
382,1181,1022
383,644,1724
383,680,1842
383,1218,239
383,1870,733
384,140,569
384,656,39
384,904,432
384,998,214
385,337,1941
385,972,222
385,1137,787
385,1713,1659
385,1747,140
385,1961,1891
386,843,1806
386,1303,1271
387,824,361
387,1116,1935
387,1749,1096
388,8,26
388,1160,382
388,1279,424
388,1562,326
389,193,198
389,467,1202
389,521,90
389,838,1427
389,984,1951
389,996,1242
389,1021,1509
389,1271,513
389,1407,1404
389,1501,1701
389,1865,1702
